122,73
124,51
86,34
169,21
290,48
60,65
75,40
138,38
52,26
79,55
121,38
47,42
92,21
32,49
181,57
69,43
213,58
117,53
67,30
86,57
382,47
56,33
99,67
185,64
178,44
142,48
58,70
242,30
49,32
42,15
65,28
49,60
175,35
83,43
63,45
89,36
114,19
82,55
95,10
92,82
229,63
134,47
148,61
227,51
171,22
31,50
150,45
126,31
271,34
44,83
93,28
231,52
226,48
328,54
87,67
81,56
66,40
111,66
