292,65
74,38
80,47
75,38
48,44
57,27
39,31
225,43
52,22
124,30
107,45
159,26
126,31
41,25
38,36
166,49
58,49
59,33
115,36
155,36
120,38
47,29
40,25
34,34
46,30
42,50
66,14
128,46
134,42
56,43
127,46
55,39
110,20
44,24
176,44
54,27
37,59
188,29
157,38
47,39
103,24
159,22
78,25
36,21
61,37
172,57
159,32
42,30
43,20
124,49
118,31
42,39
122,24
34,15
64,46
117,44
64,38
140,48
56,23
86,23
32,31
94,32
42,31
59,42
60,46
371,45
117,53
64,49
59,30
97,30
40,35
46,25
34,15
26,38
71,24
340,46
